Country,State,County,City,Gender,HS_Rank,HS_Class_Size,SType,IUPCollege,Program,HighestTest,GPA,Black,White,Asian,Hawaiian,Indian,Decision,FAFSA
,PA,Lycoming,Williamsport,F,114,344,N,NM,PSYC,910,3.3,N,Y,N,N,N,AD,N
,PA,Bucks,Langhorne,F,,,N,NM,MAED,,,N,Y,N,N,N,,N
,OH,Cuyahoga,Cleveland,F,,,N,NM,PSYC,1080,4,Y,Y,N,N,N,AD,Y
,PA,Mercer,Mercer,F,53,64,N,UC,EXPL-UC,850,2.33,N,N,N,N,N,AD,Y
,PA,Lebanon,Lebanon,F,22,302,N,FA,MUED,1150,4.03,N,N,N,N,N,AC,N
,PA,Cambria,Hastings,F,64,113,N,ED,COMM-MDMK,1040,3.4,N,Y,N,N,N,AD,Y
,VA,Fairfax City,Fairfax,F,,,N,HH,HPED-K12E,1240,3.52,N,N,N,N,N,AP,N
,PA,Allegheny,Pittsburgh,F,41,78,N,NM,PSYC,,3.14,Y,Y,N,N,N,,N
,PA,Erie,Erie,M,146,362,N,NM,BIOL-BS,820,3.04,Y,N,N,N,N,AD,N
,VA,Fairfax,Centreville,M,,,N,ED,COMM-PROD,1100,3.39,N,Y,N,N,N,AD,Y
,MD,Frederick,Frederick,F,,,T,BU,INTB,,,N,Y,N,N,N,,N
,PA,Allegheny,Carnegie,F,46,288,N,NM,NASC-PPHA,990,3.71,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,T,BU,MGMT-GNRL,,,N,Y,N,N,N,AW,Y
,PA,Perry,Marysville,F,,,N,BU,MKTG,,,N,Y,N,N,N,,N
,PA,Somerset,Meyersdale,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,,,N,BU,ACCT,850,3.1,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL-UC,820,2.67,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,930,2.61,Y,N,N,N,N,AD,Y
,PA,Allegheny,Mc Kees Rocks,M,,,N,NM,PSYC,1120,3.1,N,Y,N,N,N,AD,Y
,PA,Juniata,Honey Grove,F,47,125,N,UC,EXPL-HHS,930,3.5,N,Y,N,N,N,AC,N
,PA,Allegheny,Pittsburgh,F,218,341,N,HH,MEDT,1240,3.12,N,Y,N,N,N,AD,Y
,PA,Montgomery,Collegeville,F,346,450,N,NM,CHEM-BS,,2.66,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,238,253,N,HH,PESP-PATL,820,3,Y,N,N,N,N,AD,Y
,PA,Clearfield,Irvona,M,63,70,N,HH,NURS,,2.7,N,Y,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,,,N,ED,COMM-PROD,880,2.98,N,Y,N,N,N,PC,Y
,PA,Westmoreland,Export,M,,,N,HH,CRIM-HH,1000,2.9,N,Y,N,N,N,AP,Y
,PA,Chester,Pottstown,F,,,N,UC,EXPL,1080,3.04,N,Y,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,F,,,N,HH,PESP-SPAD,1010,3.44,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,107,124,N,HS,SOC-HMSV,810,2.88,Y,N,N,N,N,AD,N
,PA,Dauphin,Harrisburg,M,178,193,N,BU,MIS-ISIT,960,2.51,Y,N,N,N,N,AD,Y
,PA,Chester,Phoenixville,M,,,N,FA,MUED,1280,4.06,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,CHEM-BS,980,3.7,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,38,124,N,NM,CHEM-INTD,1450,4.17,N,Y,N,N,N,AC,N
,PA,Erie,Corry,F,,,N,ED,ECSP,,,N,Y,N,N,N,,N
,PA,York,York,F,210,446,N,ED,ECSP,1090,3.32,N,Y,N,N,N,AC,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-BS,900,3.85,Y,N,N,N,N,AC,Y
,PA,Adams,Gettysburg,F,32,220,N,HS,JRNL,,3.92,N,Y,N,N,N,AD,N
,PA,Elk,Saint Marys,F,110,153,N,NM,PSYC,890,3.1,N,Y,N,N,N,AD,N
,PA,Armstrong,Kittanning,F,71,192,N,UC,EXPL-HHS,930,3.66,N,N,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,,2.1,N,N,N,N,N,,Y
,PA,Cambria,Johnstown,F,70,111,N,HH,NURS,1050,3.4,N,Y,N,N,N,PC,Y
,PA,Cambria,Johnstown,F,26,111,N,HH,NURS,1230,4,N,Y,N,N,N,AP,Y
,PA,Columbia,Bloomsburg,F,40,75,N,HH,CLSC,880,3.5,N,Y,N,N,N,AC,Y
,PA,Allegheny,Oakmont,F,,,T,ED,ECSP,1070,2.56,N,Y,N,N,N,,N
,PA,Allegheny,Rankin,M,214,262,N,FA,THTR,,1.34,Y,N,N,N,N,,N
,PA,Lehigh,Emmaus,F,,,N,NM,ESPE,910,1.81,N,Y,N,N,N,RJ,N
,PA,Westmoreland,Delmont,F,,,N,NM,PSYC,,3.21,N,Y,N,N,N,,N
,PA,Jefferson,Punxsutawney,F,14,141,N,HH,NURS,1050,3.9,N,Y,N,N,Y,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,UC,EXPL-UC,1020,2.49,Y,N,N,N,N,AD,Y
,PA,York,York,F,133,255,N,HH,CRIM-HH,1020,2.15,Y,N,N,N,N,RJ,N
,PA,Clearfield,Drifting,M,73,95,N,UC,EXPL-UC,750,2.5,N,N,N,N,N,AC,Y
,PA,Allegheny,Mc Kees Rocks,F,30,59,N,UC,EXPL-UC,960,2.3,N,Y,N,N,N,AC,Y
,PA,Mckean,Bradford,F,,,N,NM,PSYC,1060,3,N,Y,N,N,N,AD,Y
,PA,Clinton,Lock Haven,F,52,283,N,FA,ART-STUDIO,1050,4,N,Y,N,N,N,AD,N
,PA,Northumberland,Milton,F,,,N,HH,CRIM-HH,1000,2.9,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,NM,PSYC,,,Y,N,N,N,N,,N
,PA,Allegheny,Wilmerding,F,39,110,N,HS,JRNL,980,2.91,Y,N,N,N,N,AC,Y
,PA,Allegheny,Clairton,F,,,N,NM,MAED,1220,3.93,N,Y,N,N,N,AP,Y
,PA,Butler,Mars,F,,,N,BU,HRMG,1010,3.3,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,28,182,N,UC,EXPL-HSS,910,3.39,N,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,97,182,N,HH,HOSP,,2.71,N,N,N,N,N,,N
,OH,Geauga,Chagrin Falls,F,76,264,N,BU,ACCT,1210,3.9,N,Y,N,N,N,AD,Y
,PA,Clearfield,Du Bois,F,106,215,N,HH,HPED-K12E,1110,3.4,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOC,,,Y,N,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,,,N,BU,MKTG,1020,3.92,N,Y,N,N,N,PC,Y
,PA,Westmoreland,Murrysville,M,,,N,HH,CRIM-HH,1040,,N,Y,N,N,N,AC,N
,PA,Erie,Erie,F,,,N,HH,NURS,1110,4.29,N,Y,N,N,N,AD,N
,PA,Huntingdon,Robertsdale,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Northumberland,Elysburg,M,104,109,N,UC,EXPL-UC,830,2.3,N,Y,N,N,N,AC,N
,PA,Montour,Danville,F,114,154,N,FA,ARED,1050,3.3,N,Y,N,N,N,AD,N
,PA,York,York,F,65,195,N,HH,FSMR,1000,3.18,Y,Y,Y,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,HS,ANTH,980,3.4,N,N,N,N,N,AC,Y
,PA,Montgomery,Gilbertsville,M,265,508,N,BU,FIN,1250,3.22,N,Y,N,N,N,AC,Y
,PA,Lycoming,Williamsport,F,47,89,N,NM,BIOL-CMBI,910,3.4,N,Y,N,N,N,AD,Y
,PA,Dauphin,Hershey,F,84,223,N,NM,BIOL-PMED,1010,3.1,Y,N,N,N,N,AD,Y
,PA,Allegheny,Tarentum,F,,,N,HS,ENGL-LTCL,1200,3.9,N,N,N,N,N,AC,N
,PA,Allegheny,Bethel Park,F,,,N,ED,ECED,1110,3.98,N,Y,N,N,N,AD,Y
,PA,Bucks,Chalfont,F,,,N,HS,PLSC-HMSC,1160,3.87,N,Y,N,N,N,AD,Y
,PA,Monroe,Saylorsburg,F,320,398,N,HH,CRIM-HH,960,2.1,N,N,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,M,48,125,N,BU,ACCT,1040,2.62,Y,N,N,N,N,AD,Y
,PA,Erie,Erie,F,,,N,BU,ACCT,1060,3,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,M,,,N,ED,COMM-MDMK,1070,2.5,Y,N,N,N,N,AP,Y
,PA,Montgomery,Schwenksville,M,160,450,N,UC,EXPL-BU,1150,3.78,N,Y,N,N,N,AD,Y
,PA,Schuylkill,Cressona,M,154,222,N,UC,EXPL-UC,970,2.45,N,Y,N,N,N,AC,N
,PA,Chester,West Chester,M,313,317,N,BU,ACCT,920,2.04,N,N,N,N,N,RJ,N
,PA,Delaware,Broomall,F,139,273,N,HH,CRIM-HH,960,3.4,N,Y,N,N,N,AD,Y
,PA,Mercer,Hermitage,F,24,151,N,BU,HRMG,1150,4,N,Y,N,N,N,AC,Y
,PA,Fayette,Dunbar,F,,,N,HH,PESP-PATL,1020,3.21,N,Y,N,N,N,AP,Y
,PA,Westmoreland,Greensburg,F,168,432,N,HH,NURS,1160,3.5,N,Y,N,N,N,AP,Y
,PA,Delaware,Ridley Park,F,,,N,ED,ECSP,1020,4.51,N,Y,N,N,N,AP,Y
,PA,Allegheny,Pittsburgh,M,,,N,NM,COSC-CYBR,1130,3.58,N,Y,N,N,N,AD,Y
,PA,Allegheny,Gibsonia,M,,,N,UC,EXPL,960,3.33,N,Y,N,N,N,AD,Y
,PA,Delaware,Crum Lynne,F,,,N,NM,BIOL-PVET,970,4.78,Y,N,N,N,N,AD,N
,PA,Berks,Wyomissing,F,68,145,N,HH,RESP,980,3.86,Y,N,N,N,N,AP,Y
,PA,Allegheny,Pittsburgh,M,57,118,N,ED,COMM-MDMK,1160,3.32,Y,N,N,N,N,AD,N
,PA,Centre,Bellefonte,M,30,144,N,NM,BIOL-ECEB,1100,3.84,N,Y,N,N,N,AD,N
,PA,Fayette,Uniontown,F,24,207,N,NM,PSYC,1260,4.17,N,N,N,N,N,AC,N
,PA,York,York,F,131,197,N,NM,PSYC,1050,2.53,N,Y,N,N,N,AD,N
,PA,Lawrence,New Castle,F,,,N,HH,CDFR,870,3.2,Y,N,N,N,N,AD,Y
,PA,Montgomery,Harleysville,F,,,N,NM,BIOL-PVET,,,N,N,Y,N,N,,Y
,PA,Indiana,Indiana,M,101,2203,N,HS,ENGL-LTCL,1270,3.47,N,Y,N,N,N,AP,Y
,PA,Wayne,Jefferson Township,F,56,242,N,ED,SPLP,1110,3.83,N,Y,Y,N,N,AC,Y
,PA,Westmoreland,Herminie,F,,,N,HH,NURS,,,N,Y,N,N,N,,N
,PA,Franklin,Waynesboro,F,48,230,N,HH,NURS,1130,3.96,N,Y,N,N,N,AD,Y
,PA,Schuylkill,Minersville,F,38,80,N,BU,FIN,970,3.4,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,70,135,N,NM,PSYC,810,3.03,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,95,135,N,NM,BIOL-BS,890,2.76,Y,N,N,N,N,AC,N
,PA,Armstrong,Spring Church,F,13,73,N,HH,NURS,1030,4.12,N,Y,N,N,N,AD,N
,PA,Erie,Erie,F,,,N,HH,CRIM-HH,910,3.01,N,N,N,N,N,AP,Y
,PA,Allegheny,Bethel Park,M,,,N,NM,COSC-SWEN,1020,3.54,Y,N,N,N,N,AD,N
,PA,Dauphin,Hershey,F,,,N,HH,NURS,1050,3.6,N,Y,N,N,N,AP,Y
,PA,Mckean,Port Allegany,F,9,44,N,HS,JRNL,1130,3.42,N,N,N,N,N,AC,Y
,MA,Essex,Peabody,F,166,391,N,ED,SPCE,1120,,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,M,,,T,NM,COSC-BA,,,N,N,Y,N,N,,N
,PA,Cumberland,Carlisle,F,2,319,N,HH,NURS,1300,4.32,N,Y,N,N,N,AC,Y
,PA,Greene,Waynesburg,F,12,52,N,HH,CRIM-HH,990,3.7,N,Y,N,N,N,AD,N
,PA,Indiana,Creekside,F,36,99,N,NM,BIOL-PVET,980,3.44,N,Y,N,N,N,AP,Y
,PA,Allegheny,Braddock,F,172,246,N,HH,NURS,1080,1.85,Y,N,N,N,N,RJ,N
,PA,Allegheny,Pittsburgh,F,,,N,HS,HIST,1070,3.31,N,Y,N,N,N,AD,Y
,PA,Erie,Erie,F,,,N,ED,SPCE,1230,4.01,N,Y,N,N,N,AC,N
,PA,Schuylkill,Gilberton,F,44,80,N,ED,ECED,910,3.3,N,Y,N,N,N,AD,Y
,PA,Huntingdon,Huntingdon,M,24,107,N,ED,BTED,1000,3.84,N,Y,N,N,N,AD,Y
,PA,Fayette,Uniontown,F,114,207,N,HH,CRIM-HH-PLAW,1080,3.33,N,Y,N,N,N,AD,Y
,PA,Indiana,Indiana,M,139,203,N,UC,EXPL,950,2.81,N,Y,N,N,N,AP,Y
,PA,Allegheny,Monroeville,F,93,248,N,NM,NASC-PPHR,1240,3.27,N,N,Y,N,N,AD,Y
,PA,Westmoreland,Irwin,M,159,322,N,HH,NURS,1050,3.54,N,Y,N,N,N,AD,N
,PA,Franklin,Greencastle,F,13,230,N,NM,BIOC,1380,4.17,N,Y,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,M,9,81,N,NM,PHYS-PENG,1150,4.1,N,Y,N,N,N,AP,Y
,PA,Westmoreland,Murrysville,M,,,N,HH,CRIM-HH,950,2.93,N,Y,N,N,N,AC,N
,PA,Fayette,Belle Vernon,M,109,188,N,BU,FIN,1050,3.07,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,CHEM-PMED-BS,940,3.73,Y,N,N,N,N,AC,Y
,PA,Armstrong,Ford City,M,,,N,BU,FIN,,,N,Y,N,N,N,,Y
,PA,Centre,State College,M,,,N,HH,HPED-K12E,870,2.77,N,N,N,N,N,AD,N
,PA,Erie,Erie,F,,,N,HS,SSED-SOC,,,N,Y,N,N,N,,N
,PA,Allegheny,Pittsburgh,F,,,N,UC,EXPL-UC,850,2.49,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,ED,GNSTU-AA,850,2.49,Y,N,N,N,N,,Y
,PA,Chester,Coatesville,M,189,470,N,BU,MGMT-ESBU,890,3.2,Y,N,N,N,N,AC,Y
,PA,Lehigh,Whitehall,F,,,N,ED,ECED,,,N,Y,N,N,N,,N
,PA,Northumberland,Elysburg,F,47,109,N,UC,EXPL,1120,3.8,N,Y,N,N,N,AD,Y
,PA,Lehigh,Allentown,F,,,N,NM,BIOL-BS,1120,3.58,N,Y,N,N,N,AP,Y
,PA,Somerset,Cairnbrook,F,,,N,ED,BTED,,2.98,N,Y,N,N,N,,N
,PA,Berks,Oley,F,66,148,N,HH,NURS,1080,3.41,N,Y,N,N,N,AC,Y
,PA,Washington,Washington,F,59,249,N,NM,PSYC,1170,4.08,N,Y,N,N,N,AC,N
,PA,Washington,Monongahela,F,10,221,N,ED,MIDL-SCI,1130,4.15,N,Y,N,N,N,AC,N
,OH,Harrison,Cadiz,M,10,99,N,UC,EXPL-STEM,1110,3.94,N,Y,N,N,N,AD,Y
,NY,Suffolk,East Setauket,F,,,N,HH,NURS,1140,3.4,N,Y,N,N,N,AD,Y
,PA,Delaware,Collingdale,M,,,N,UC,EXPL-UC,850,2.57,Y,N,N,N,N,AP,Y
,PA,Allegheny,Monroeville,M,58,271,N,NM,COSC-SWEN,1110,3.57,N,N,Y,N,N,AC,Y
,PA,Fayette,Connellsville,M,,,N,NM,COSC-CYBR,1240,4,N,N,N,N,N,AD,Y
,PA,Fayette,Rostraver Township,F,80,188,N,BU,MKTG,1000,3.56,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,BU,MKTG,900,3.29,N,N,N,N,N,AC,N
,PA,Luzerne,Nescopeck,F,113,188,N,NM,PSYC,810,2.8,Y,Y,N,N,N,AD,Y
,PA,Montgomery,Abington,F,120,586,N,UC,EXPL,1210,3.86,N,N,Y,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-PMED,1110,3.68,Y,N,N,N,N,AD,Y
,PA,Berks,Reading,M,222,305,N,UC,EXPL-UC,1070,2.4,N,Y,N,N,N,AD,N
,PA,Indiana,Creekside,F,28,101,N,NM,BIOL-PMED,990,3.57,N,Y,N,N,N,AD,N
,PA,Bucks,Langhorne,M,,,N,HS,ENGE,,,Y,N,N,N,N,,N
,PA,Allegheny,Homestead,F,,,N,HS,ENGL-LTCL,1040,3.47,N,Y,N,N,N,AD,Y
,PA,Schuylkill,Schuylkill Haven,M,112,222,N,NM,MAED,1080,2.96,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,HS,JRNL,1090,3.7,N,Y,N,N,N,AD,N
,PA,Cumberland,Mechanicsburg,F,,,N,NM,NASC-PPTH,1060,3.65,N,N,N,N,N,AD,N
,PA,Lancaster,Lancaster,F,230,603,N,FA,THTR,1150,2.91,N,N,N,N,N,AC,Y
,PA,Berks,Reading,F,66,294,N,NM,PSYC,,3.84,N,Y,N,N,N,AD,N
,PA,Adams,Abbottstown,M,,,N,UC,EXPL,990,3.93,N,Y,N,N,N,AD,N
,PA,Chester,Kennett Square,M,,,N,UC,EXPL-BU,1430,3.87,N,Y,N,N,N,AP,Y
,PA,Susquehanna,Susquehanna,F,38,59,N,HS,SOC-HMSV,900,2.59,N,Y,N,N,N,AD,Y
,PA,Lackawanna,Moscow,F,,,N,HH,NURS,,3.76,N,N,N,N,N,,N
,PA,Butler,Butler,F,289,496,N,HH,CRIM-HH,970,2.93,N,Y,N,N,N,AD,N
,PA,Westmoreland,Apollo,M,106,290,N,NM,NASC-PPHA,1330,3.6,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,T,ED,GNSTU-AA,760,,Y,N,N,N,N,,N
,PA,Cambria,Ebensburg,F,22,127,N,ED,SPLP,980,4.18,N,Y,N,N,N,AC,N
,PA,Pike,Greentown,F,236,269,N,HS,HIST,880,2.17,N,Y,N,N,N,RJ,N
,CA,Los Angeles,Studio City,F,,,N,FA,THTR-MUTH,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,M,59,149,N,UC,EXPL-UC,830,2.59,Y,N,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,NURS,720,,Y,N,N,N,N,,N
,PA,Erie,Erie,F,12,68,N,UC,EXPL-HHS,700,3.47,Y,N,N,N,N,AD,N
,PA,Delaware,Glenolden,F,96,189,N,HH,HOSP,,3.32,N,Y,N,N,N,AC,Y
,PA,Franklin,Chambersburg,F,105,432,N,BU,MKTG,1070,3.75,N,Y,N,N,N,AP,N
,PA,Cumberland,Carlisle,F,119,319,N,HS,PHIL,1220,3.46,N,Y,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,110,125,N,HS,ENGL-WRST,1090,2.6,N,N,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,M,13,288,N,BU,HRMG,970,4.25,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,F,48,125,N,NM,NASC-PPTH,1040,4.09,N,Y,N,N,N,AD,N
,PA,Northumberland,Dornsife,F,,,N,NM,BIOL-PMED,,,N,Y,N,N,N,,N
,PA,Westmoreland,Irwin,F,,,N,HH,CRIM-HH,,,N,Y,N,N,N,,N
,PA,Philadelphia,Philadelphia,F,39,94,N,NM,CHEM-BS,890,3.61,Y,N,N,N,N,AC,N
,PA,Butler,Cranberry Township,M,,,N,HH,SHE,1030,2.88,N,Y,N,N,N,AC,Y
,PA,Butler,Valencia,F,117,241,N,BU,MGMT-ESBU,1130,3.43,N,Y,N,N,N,AD,Y
,PA,Montgomery,Harleysville,F,,,N,BU,INTB,1130,3.51,N,Y,N,N,N,AC,Y
,PA,Chester,West Chester,F,,,N,UC,EXPL-STEM,1130,3,N,Y,N,N,N,AD,Y
,PA,Chester,West Chester,M,247,310,N,NM,NASC-PPHA,980,2.96,N,Y,N,N,N,AC,N
,PA,Franklin,Greencastle,F,120,230,N,NM,BIOL-ECEB,1130,3.39,N,Y,N,N,N,AC,Y
,PA,Allegheny,Pittsburgh,M,37,117,N,NM,NASC-PPTH,1000,3.62,N,Y,N,N,N,AD,N
,PA,Westmoreland,Trafford,F,148,319,N,ED,ECED,990,3.64,N,Y,N,N,N,AP,Y
,PA,Montgomery,Hatboro,F,81,442,N,HH,NURS,1090,3.64,N,Y,N,N,N,AC,N
,PA,Montgomery,North Wales,M,360,1093,N,NM,NASC-PPTH,1260,4.97,N,Y,N,N,N,AP,Y
,PA,Fayette,Connellsville,F,,,N,ED,BTED,1190,4.18,N,Y,N,N,N,AC,N
,PA,Allegheny,Pittsburgh,M,,,N,UC,EXPL,1150,3.3,N,Y,N,N,N,AD,Y
,PA,Northampton,Easton,M,371,679,N,HH,CRIM-HH,1040,2.9,N,Y,N,N,N,AC,Y
,PA,Adams,Fairfield,F,16,95,N,HH,NURS,1140,3.87,N,Y,N,N,N,PC,Y
,PA,Carbon,Albrightsville,F,53,125,N,NM,COSC-SWEN,1070,3.6,N,N,N,N,N,AD,Y
,PA,Montgomery,Willow Grove,F,48,225,N,HH,NURS,1200,3.86,N,Y,N,N,N,AD,Y
,PA,Dauphin,Harrisburg,F,147,300,N,UC,EXPL-UC,1040,2.46,Y,N,N,N,N,AD,Y
,PA,Cambria,Johnstown,F,,,N,NM,MATH-ACTU,1190,4,N,Y,N,N,N,AD,N
,PA,Erie,Waterford,F,31,172,N,HH,INDS,1020,4,N,Y,N,N,N,AD,Y
,PA,Lancaster,Lititz,M,,,N,BU,MKTG,1010,3.21,N,Y,N,N,N,AD,N
,PA,Delaware,Broomall,F,158,294,N,FA,MUED,960,3.6,N,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,63,78,N,UC,EXPL-UC,940,2.43,Y,N,N,N,N,AD,Y
,MD,Prince Georges,Upper Marlboro,F,,,N,NM,BIOL-PMED,1040,3.88,Y,N,N,N,N,AD,Y
,MD,Prince Georges,Beltsville,F,,,N,NM,PSYC,1070,2.88,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,CRIM-HH,1000,,N,N,N,N,N,,Y
,PA,Washington,Venetia,M,,,N,BU,ACCT,1180,3.27,N,Y,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,71,141,N,UC,EXPL-HHS,780,3.4,N,N,N,N,N,AD,Y
,PA,Delaware,Yeadon,M,,,N,ED,COMM-PROD,890,2.54,Y,N,N,N,N,AD,N
,PA,Dauphin,Harrisburg,F,,,N,UC,EXPL-HHS,1080,3.1,N,Y,N,N,N,AD,N
,PA,York,York Haven,M,43,266,N,ED,BTED,1240,4,N,Y,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,,,N,ED,COMM-PROD,1110,3.97,N,N,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,ED,BTED,990,3.76,Y,N,N,N,N,AD,Y
,PA,Allegheny,Glassport,F,,,N,UC,EXPL-HHS,1010,3.25,N,Y,N,N,N,AC,N
,PA,Armstrong,Kittanning,M,138,217,N,UC,EXPL-STEM,910,2.98,N,Y,N,N,N,AC,N
,PA,Allegheny,Pittsburgh,F,258,347,N,HS,PLSC-PLAW,970,2.92,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,81,288,N,NM,BIOL-BA,980,3.41,Y,N,N,N,N,AD,N
,PA,Lancaster,Lancaster,F,281,346,N,UC,EXPL-UC,750,2.56,N,N,N,N,N,AP,Y
,PA,Erie,Erie,F,189,363,N,UC,EXPL-UC,740,2.77,N,N,N,N,N,AP,Y
,PA,Cambria,Patton,F,98,116,T,NM,PSYC,780,2.8,N,Y,N,N,N,,Y
,PA,Philadelphia,Philadelphia,M,,,N,ED,COMM-MDST,910,1.49,N,N,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,F,,,N,HS,SOC,1070,3,Y,N,N,N,N,AD,Y
,PA,Philadelphia,Philadelphia,F,5,66,N,HS,PLSC,920,3.9,N,N,N,N,N,AD,Y
,PA,Mercer,Sharon,F,,,N,NM,BIOL-BS,1040,4,N,Y,N,N,N,AD,Y
,PA,Tioga,Wellsboro,M,,,N,ED,COMM-PROD,1020,2.93,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,NM,BIOL-BA,,3.6,Y,N,N,N,Y,AD,Y
,PA,Beaver,Monaca,F,129,163,N,HH,HPED-K12E,840,1.9,N,Y,N,N,N,RJ,N
,PA,Philadelphia,Philadelphia,F,,,N,FA,ART-HIST,890,3.54,Y,N,N,N,N,AD,N
,PA,York,York,M,18,251,N,ED,ECED,930,3.48,N,Y,N,N,N,AD,Y
,PA,Clarion,Sligo,M,2,32,N,HH,NURS,1090,4,N,Y,N,N,N,AD,N
,PA,Allegheny,Pittsburgh,F,271,347,N,ED,BTED,900,2.77,Y,N,N,N,N,AD,N
,PA,Westmoreland,New Derry,M,97,148,N,HS,HIST,920,3.1,N,Y,N,N,N,AP,Y
,PA,Westmoreland,Derry,F,14,148,N,ED,SPLP,1010,4,N,Y,N,N,N,AP,N
,PA,Mckean,Bradford,M,,,N,HH,CRIM-HH,880,2.7,N,Y,N,N,N,AD,Y
,PA,Monroe,Long Pond,F,17,393,N,NM,COSC-SWEN,1050,4,N,N,Y,Y,N,,N
,PA,Allegheny,Natrona Heights,F,36,165,N,ED,ECED,920,3.8,N,Y,N,N,N,AP,Y
,PA,Chester,Phoenixville,M,,,N,HH,PESP-EXSC,1050,3.27,N,Y,N,N,N,AC,Y
,PA,Philadelphia,Philadelphia,F,,,N,BU,ACCT,800,3.1,Y,N,N,N,N,AD,Y
,PA,Chester,Glenmoore,F,,,N,NM,NASC-PPTH,1100,3.38,N,Y,N,N,Y,AP,N
,PA,Philadelphia,Philadelphia,F,,,N,HH,HOSP-AS,960,3.73,Y,N,N,N,N,AD,Y
,PA,Allegheny,Pittsburgh,F,,,N,BU,MKTG,1020,3.13,Y,N,N,N,N,AD,Y
,PA,Blair,Williamsburg,F,4,34,N,HH,NURS,1030,4,N,Y,N,N,N,AP,Y
,PA,Indiana,Indiana,F,60,203,N,NM,ESPE,1130,3.91,N,Y,N,N,N,AW,N
,PA,Allegheny,Coraopolis,F,,,N,NM,NASC-PPTH,1140,3.48,N,Y,N,N,N,AD,Y
,PA,Butler,Evans City,M,,,N,HH,CRIM-HH,1110,3.14,N,Y,N,N,N,AP,Y
,PA,Philadelphia,Philadelphia,F,,,N,HH,HOSP-AS,710,3.03,Y,N,N,N,N,AC,N
,PA,Allegheny,Pittsburgh,F,,,N,HH,CRIM-HH-PLAW,,3.15,Y,N,N,N,N,AD,N
,PA,Philadelphia,Philadelphia,F,,,N,HS,SOC-HMSV,800,,Y,N,N,N,N,,Y
,PA,Allegheny,Pittsburgh,M,,,N,NM,COSC-CYBR,1280,3.45,N,N,N,N,N,AC,N
,PA,Adams,Fairfield,F,44,94,N,NM,BIOL-BS,970,3.32,N,Y,N,N,N,AD,N
